0,1
Where then does wisdom come from? Where does understanding dwell?,None rer’ ubgenge bganduruka he? Kand’ ahantu ugutahura kuba ni hehe?
"The Lord said to Moses,","Uhoraho abarira Mose,"
"Then the Lord said to me,","Uhoraho arambarira,"
"Bilhah, Ezem, Tolad,","n’i Biluha n’i Esemu n’i Toladi,"
"Maharai the Netophathite, Heled son of Baanah the Netophathite,","na Maharayi w’i Netofati, na Heleda mwene Bayana w’i Netofati nyene;"
"Salmon the father of Boaz, Boaz the father of Obed,",Salumoni yavyaye Bowazi; Bowazi yavyaye Obedi;
"Gath, Mareshah, Ziph,","na Gati na Maresha na Zifu,"
"Those who heard this asked, “Who then can be saved?”","Abavyumvise baravuga, bati None rero, ni nde ashobora gukizwa?"
Neziah and Hatipha,"no mu ba Nesiya, no mu ba Hatifa."
From there he went up to Beersheba.,"Avayo aradūga, aja i Beri‐sheba."
the king of Debir one the king of Geder one,"n’uw’i Debira, n’uw’i Gederi;"
Casting the lot settles disputes and keeps strong opponents apart.,"Ubupfindo bumara ibihāri, Kandi butātūra abakomeye."
"Thus, by their fruit you will recognize them.",Nuko muzobamenyera ku vyo bama.
I have great sorrow and unceasing anguish in my heart.,yuko mfise intuntu nyinshi n’umubabaro udahengeshanya mu mutima.
"In you, Lord my God, I put my trust.","Uhoraho, ni wewe ncurūrira umutima."
"There were 736 horses, 245 mules,",Amafarasi yabo yār’ amajana ndwi na mirongwitatu n’atandatu; n’inyumbu zabo zār’ amajana abiri na mirongwine na zitanu;
"After going through Pisidia, they came into Pamphylia,","Baca i Pisidiya, bashika i Pamfiliya."
"the land of the Kenites, Kenizzites, Kadmonites,","ari co c’Abanyakeni n’ic’ Abakenizi n’ic’ Abakadimoni,"
of Magbish 156,Ab’i Magibishi n’ijana na mirongwitanu na batandatu.
"therefore, you shepherds, hear the word of the Lord :","nuko rero, ni mwumve ijambo ry’ Uhoraho, yemwe mwa bungere:"
"from the tribe of Dan, Ammiel son of Gemalli;",Mu muryango wa Dani hatumwa Amiyeli mwene Gemali.
"the fifth to Malkijah, the sixth to Mijamin,","ubga gatanu Malukiya, ubga gatandatu Miyamini;"
"when darkened by thawing ice and swollen with melting snow,","Iciwe iyondoyondo n’urubura, Shelegi ikīhishamwo;"
"Eleasah the father of Sismai, Sismai the father of Shallum,","Eleyasa avyara Sisimayi, Sisimayi avyara Shalumu;"
"and with each of the seven lambs, one-tenth.","iryo ku mwana w’intama umwe‐umwe mur’ abo, ukw ar’ indwi, ribe ikigiracumi kimwe."
"Hukok and Rehob, together with their pasturelands;","na Hukoki na Rehobu, bo n’amaragiro bigendanye;"
Thus the saying ‘One sows and another reaps’ is true.,"Kuko mur’ ivyo ari ho iri jambo rimenyekanira kw ar’ iry’ ukuri, ngo Habiba umwe, hakimbura uwundi."
"of Iddo’s, Zechariah; of Ginnethon’s, Meshullam;",mu ba Ido ni Zekariya; mu ba Ginetoni ni Meshulamu;
"The Lord said to Moses and Aaron,","Uhoraho abarira Mose na Aroni,"
So Moses went down to the people and told them.,"Nuko Mose aramanuka, aja ku bantu, arabibashikiriza."
He leads priests away stripped and overthrows officials long established.,"Ishorera abaherezi ar’ inyagano, Icurikiranya abakomeye."
"The Lord said to Moses,","Uhoraho abarira Mose,"
“You mean he has deceived you also?” the Pharisees retorted.,"Abafarisayo barababaza, bati Mbega namwe mwajimijwe?"
Abraham lived a hundred and seventy-five years.,Nukw imisi Aburahamu yamaze n’imyaka ijana na mirongwirindwi n’itanu.
"Lazy hands make for poverty, but diligent hands bring wealth.","Ukuboko kw’umunebge kwizanira ubgoro, Arik’ ukuboko kw’umunyamwete kuratungisha."
‘Job speaks without knowledge; his words lack insight.’,"Bati Yobu avuga ico atazi, Kand’ amagambo yiwe nta bgenge burimwo."
"Dan, Joseph, Benjamin, Naphtali, Gad and Asher.",na Dani na Yosefu na Benyamini na Nafutali na Gadi na Asheri.
"David was the youngest. The three oldest followed Saul,",Dawidi ni we yar’ umuhererezi; kand’ abo bakuru be batatu bāri bāratabaranye na Sauli.
"Maon, Carmel, Ziph, Juttah,","Hāri na Mayoni na Karumeli na Zifu na Yuta,"
"So the king and Haman went to Queen Esther’s banquet,",Nuk’ umwami na Hamani baza gusangira n’umwamikazi Esiteri.
"The sons of Mushi: Mahli, Eder and Jerimoth—three in all.",Bene Mushi bāri Mahili na Ederi na Yeremoti ukw ari batatu.
The word of the Lord came to me:,"Ijambo ry’Uhoraho ryongera kunzako,"
Then the Lord spoke to Job out of the storm:,"Maz’ Uhoraho yishurira Yobu mu gashururu,"
"When I am afraid, I put my trust in you.",Igihe cose ntinye Nzokwizigira.
Again Abraham bowed down before the people of the land,Aburahamu yikubita imbere ya ben’ igihugu.
"That, however, is not the way of life you learned","Ariko mweho ntimwize Kristo murtyo,"
"Six days you shall labor and do all your work,","Mu misi itandatu uz’ ukore, abe ari yo ukoreramw’ ibikorwa vyawe vyose:"
"Greet Mary, who worked very hard for you.",Muntahirize Mariya yakoreye mwebge cane.
"His division numbers 35,400.",ingabo zāharūwe zabo zar’ ibihumbi mirongwitatu na bitanu n’amajana ane.
They left Mithkah and camped at Hashmonah.,"Bavudukayo, basagaza i Hashimona."
The Lord said to Moses and Aaron:,"Uhoraho abarira Mose na Aroni,"
Then the word of the Lord came to me.,"Maz’ ijambo ry’Uhoraho rinzako,"
"And the Reubenites rebuilt Heshbon, Elealeh and Kiriathaim,","Abareyubeni bubaka i Heshiboni, n’i Eleyale, n’i Kiriyatayimu,"
"Stop judging by mere appearances, but instead judge correctly.”","Ntimupfe guca imanza ku biboneka, ariko muce imanza z’ukuri."
He pours contempt on nobles and disarms the mighty.,"Isuka agakēngērwe ku bahambaye, Ikadohora umukanda w’abahizi."
The Lord said to me: “What they say is good.,"Uhoraho akambarira, at’ Ivyo bavuze babivuze ko."
You have made us scum and refuse among the nations.,Waduhinduye nk’udukokorwa n’umwavu hagati y’amahanga.
"Adoraim, Lachish, Azekah,","na Adorayimu na Lakishi na Azeka,"
Then the word of the Lord came to Samuel:,"Maz’ ijambo ry’Uhoraho riza kuri Samweli,"
"Issachar, Zebulun and Benjamin;","na Isakari, na Zebuloni, na Benyamini,"
By Hushim he had Abitub and Elpaal.,Kand’ abo yavyaye kuri Hushimu ni Abitubu na Elipali.
“You shall not murder.,Ntukice.
"The number from the tribe of Issachar was 54,400.",abāharūwe bo mu muryango wa Isakari baba ibihumbi mirongwitanu na bine n’amajana ane.
Then Eliphaz the Temanite replied:,"Maze Elifazi w’i Temani arishura,"
And Job continued his discourse:,"Maze Yobu yongera kuvuga amajambo yiwe y’ibirāgurāgu,"
"I love you, Lord , my strength.","Ndagukunda, Uhoraho we, ni wewe nkomezi zanje."
"Poratha, Adalia, Aridatha,","na Porata na Adaliya na Aridata,"
A prophecy against Babylon that Isaiah son of Amoz saw:,"Imbūri yo kuri Babuloni, iyo Yesaya mwene Amosi yeretswe."
"The Lord said to Moses,","Uhoraho abarira Mose,"
"The Lord said to Moses,","Uhoraho abarira Mose,"
"of Pahath-Moab (through the line of Jeshua and Joab) 2,812","Abo mu ba Pahati‐mowabu, bandurutse kuri Yosuwa na Yowabu, n’ibihumbi bibiri n’amajana munani n’ icumi na babiri."
“Let us break their chains and throw off their shackles.”,"Bati Ngo ducagagure imvuto bātubohesheje, Dute kure ingoyi bādushizemwo."
Give us each day our daily bread.,imisi yose uduhe ivyo kurya vyayo;
"Hoshea, Hananiah, Hasshub,","na Hosheya na Hananiya na Hashubu,"
They left Elim and camped by the Red Sea.,"Bavudukayo, basagaza ku Kiyaga Gitukura."
"The Lord said to Moses,","Uhoraho abarira Mose,"
"When Lamech had lived 182 years, he had a son.",Lameki amaze imyaka ijana na mirongumunani n’ibiri avyara umwana w’umuhungu:
They all ate the same spiritual food,"bose bagasangira vya vyo kurya vy’impwemu,"
"Elkanah his son, Ebiasaph his son, Assir his son,","uwa Asiri ni Elukana, uwa Elukana ni Ebiyasafu, uwa Ebiyasafu ni Asiri;"
But godliness with contentment is great gain.,Ariko kwubaha Imana gufatanije no kubūmbga n’ivy’ ufise kuvamw’ inyungu nyinshi koko:
For my yoke is easy and my burden is light.”,"Kukw ingata yanje itababaza, n’umutwaro wanje uhwahutse."
"the thirteenth to Huppah, the fourteenth to Jeshebeab,","ubg’ icumi na gatatu Hupa, ubg’ icumi na kane Yeshebeyabu;"
"Aram, Ephraim and Remaliah’s son have plotted your ruin, saying,","Abasiriya n’Abefurayimu na mwene Remaliya ko baguhigiye imihigo, bakavuga,"
All God’s people here send their greetings.,Abera bose barabaganūtsa.
You slaughtered my children and sacrificed them to the idols.,"ko wungikanya ukica n’abana banje, ukabatanga, ukabibosereza mu muriro nk’ ibimazi?"
"who build Zion with bloodshed, and Jerusalem with wickedness.","abubakisha Siyoni amaraso muvishije, n’i Yerusalemu mukahubakisha ibigabitanyo!"
"The Lord also said to Moses,","Uhoraho abarira Mose,"
"Micah his son, Reaiah his son, Baal his son,","uwa Shimeyi ni Mika, uwa Mika ni Reyaya, uwa Reyaya ni Bayali,"
"of Ezra’s, Meshullam; of Amariah’s, Jehohanan;",mu ba Ezira ni Meshulamu; mu ba Amariya ni Yehohanani;
"Asnah, Meunim, Nephusim,","no mu ba Asina, no mu ba Mehunimu, no mu ba Nefisimu,"
"Then the high priest asked Stephen, “Are these charges true?”","Umuherezi mukuru aramubaza, ati Mbeg’ ivyo ni ko biri?"
"But I will stay on at Ephesus until Pentecost,",Ariko nzotebera muri Efeso gushitsa kuri Pentekote:
"Obed the father of Jehu, Jehu the father of Azariah,","Obedi avyara Yehu, Yehu avyara Azariya;"
“The Lord was very angry with your ancestors.,rit’ Uhoraho yarakiye cane ba sogokuruza banyu.
"Moses also said to Korah, “Now listen, you Levites!","Maze Mose abarira Kora, at’ Enda ni mwumve, yemwe Balewi:"
"Lachish, Bozkath, Eglon,","na Lakishi na Bosikati na Eguloni,"
waiting to catch him in something he might say.,bamutega ngo bafate ijambo ryomukorokana.
So Jehu destroyed Baal worship in Israel.,"Uko ni ko Yehu yahenebereje ya mana Bayali, akayikūra mu Bisirayeli."
"Eltekeh, Gibbethon, Baalath,","n’i Eliteke n’i Gibetoni n’i Balati,"
They left Kibroth Hattaavah and camped at Hazeroth.,"Bavudukayo, basagaza i Haseroti."
"the eighth to Jeshaiah, his sons and relatives 12","ubg’ umunani bgerekana Yeshaya n’ abigishwa biwe na bagenzi biwe, bose na bose bār’ icumi na babiri;"
Do not treat prophecies with contempt,ntimugakengere ivy’ abavugishwa n’Imana;
Noah did everything just as God commanded him.,Nuko Nowa abigenza artyo: ukw Imana yamubariye kwose ni ko yakoze.
Then Balaam went with Balak to Kiriath Huzoth.,"Nuko Balamu ajana na Balaki, baja i Kiriyati‐husoti."
They left Iye Abarim and camped at Dibon Gad.,"Bavudukayo, basagaza i Diboni‐gadi."
"Kabbon, Lahmas, Kitlish,","na Kaboni na Lahimamu na Kitilishi,"
Each soldier had taken plunder for himself.,Kuk’ umuntu wese mur’ izo ngabo yari yisahuriye isahu.
"“Lord,” they answered, “we want our sight.”",Ziti Tugomba kw amaso yacu ahumūka Mwami.
“You shall not murder.,Ntukice.
"Shephatiah, Hattil, Pokereth-Hazzebaim and Amon","no mu ba Shefatiya, no mu ba Hatili, no mu ba Pokereti‐hasebayimu, no mu ba Amoni."
"Shephatiah, Hattil, Pokereth-Hazzebaim and Ami","no mu ba Shefatiya, no mu ba Hatili, no mu ba Pokereti‐hasebayimu, no mu ba Ami."
one male goat for a sin offering;,n’isuguru y’impene imwe kw ikimazi co gutangirwa ivyaha;
"Jakim, Zikri, Zabdi,","Kandi Yakimu na Zikuri na Zabudi,"
"Finally, the woman died.",Hanyuma ya bose nya mugore arapfa.
I have not coveted anyone’s silver or gold or clothing.,"Nta co nifuje, ar’ ifeza ar’ izahabu ar’ ivyambarwa vy’umuntu n’umwe."
Then Ibzan died and was buried in Bethlehem.,"Ibusani araheza arapfa, bamuhamba i Betelehemu."
"counted by their clans, were 3,200.","bār’ ibihumbi bitatu n’amajana abiri, bāharūwe nk’ukw imiryango yabo iri, nk’ukw amazu ya ba sekuruza ari."
He wrote a letter as follows:,Yandika icete nka ben’ iki:
"from the tribe of Asher they received Mashal, Abdon,","ku vy’umuryango w’Abasheri babaha Mashali na Abudoni,"
"Meshezabel, Zadok, Jaddua,","na Meshezabeli na Sadoki na Yaduwa,"
Then the word of the Lord came to me:,"Ijambo ry’Uhoraho ryongera kunzako,"
More than forty men were involved in this plot.,Abāhize bartyo bāsāga mirongwine.
They left Bene Jaakan and camped at Hor Haggidgad.,"Bavudukayo, basagaza i Hori‐hagidigadi."
Abraham left everything he owned to Isaac.,Aburahamu araga Isaka ivyo yar’ afise vyose.
Then the word of the Lord came to me:,"Nukw ijambo ry’Uhoraho rinzako,"
"Joktan was the father of Almodad, Sheleph, Hazarmaveth, Jerah,","Yokitani yavyaye Alumodadi na Shelefu na Hasarumaweti na Yera,"
For the Son of Man is Lord of the Sabbath.”,Kuk’ Umwana w’umuntu ar’ Umwami w’isabato.
"At this, all Adonijah’s guests rose in alarm and dispersed.","Maz’ abatumire ba Adoniya bose baranduka imitima, bava hasi, umuntu wese afata inzira yiwe."
Dan and Naphtali; Gad and Asher.,"na Dani, na Nafutali, na Gadi, na Asheri."
“At this my heart pounds and leaps from its place.,"Ivyo bihindisha agashitsi umutima wanje, Ukamvamwo."
"These were the clans of Judah; those numbered were 76,500.","Ayo ni yo mazu y’aba Yuda, nk’ukw abāharūwe bari, ukw ar’ ibihumbi mirongwirindwi na bitandatu n’amajana atanu."
Ephraim is joined to idols; leave him alone!,Efurayimu yifatanije n’ibigirwamana: n’umureke!
"No, this is what was spoken by the prophet Joel:","arikw ivyo n’ivyavuzwe n’uwavugishwa n’Imana Yoweli,"
"These were the clans of Gad; those numbered were 40,500.","Ayo ni yo mazu y’Abagadi, nk’ukw abāharūwe bari, ukw ar’ ibihumbi mirongwine n’amajana atanu."
"Hallohesh, Pilha, Shobek,","na Haloheshi na Piliha na Shobeka,"
"Nogah, Nepheg, Japhia,","na Noga na Nefegi na Yafiya,"
"Show me your ways, Lord , teach me your paths.","Uhoraho, nyereka inzira zawe, Nyigisha amarango yawe."
No lie was found in their mouths; they are blameless.,Kandi mu kanwa kabo ntihābonetsemw’ ikinyoma: nta gasembga bagira.
"Jews demand signs and Greeks look for wisdom,","Kukw Abayuda basaba ibimenyetso, Abagiriki barondera ubgenge,"
"With me are riches and honor, enduring wealth and prosperity.","Itunga n’icubahiro bir’ i wanje; N’ubutunzi buramba, bo n’ ubugororotsi."
But it was Solomon who built a house for him.,Ariko Salomo ni we yayubakiye ingoro.
"the signet rings and nose rings,","n’impeta zo ku ntoke n’izo ku mazuru,"
"Laban called it Jegar Sahadutha, and Jacob called it Galeed.",Labani acita Yegari‐sahaduta: Yakobo na we acita Galedi.
For God does not show favoritism.,kukw Imana itarobanura abantu ku cubahiro.
The river gates are thrown open and the palace collapses.,"Imigomero y’inzūzi iragomorowe, n’ingoro y’umwami irasenyeranye."
"To crush underfoot all prisoners in the land,","Gusiribanga imbohe zose zo mw isi,"
They left Dibon Gad and camped at Almon Diblathaim.,"Bavudukayo, basagaza muri Alumoni‐dibulatayimu."
"no man with a crippled foot or hand,","ar’ ūvunitse ikirenge cank’ igikonjo,"
Then Job replied to the Lord :,"Maze Yobu yishura Uhoraho,"
of Mikmash 122,Abagabo b’i Mikimasi n’ijana na mirongwibiri na babiri.
Sanctify them by the truth; your word is truth.,Ubeze mu kuri: ijambo ryawe ni ryo kuri.
also Basemath daughter of Ishmael and sister of Nebaioth.,"na Basemati mushiki wa Nebayoti, umukobga wa Ishimayeli."
"The sons of Esau: Eliphaz, Reuel, Jeush, Jalam and Korah.",Bene Esau ni Elifazi na Ruweli na Yushi na Yalamu na Kora.
Whoever plots evil will be known as a schemer.,Uwigerera gukora ibibi Abantu bazomwita Kanyengunge.
The word of the Lord came to me:,"Maz’ ijambo ry’Uhoraho rinzako,"
Remember Lot’s wife!,Mwibuke muka Loti.
"Diligent hands will rule, but laziness ends in forced labor.","Ukuboko kw’abanyamwete kuzoganza, Arik’ umunyabute azoshirwa mu buja."
“Then all the virgins woke up and trimmed their lamps.,"Buno za nkumi zose zirazanzamuka, zitunganya amatara yazo."
"Terah lived 205 years, and he died in Harran.",Imisi Tera yamaze yabaye imyaka amajana abiri n’iyindi itanu: Tera araheza apfira i Harani.
But those sacrifices are an annual reminder of sins.,Ariko mur’ ivyo bimazi har’ icibukiriza ivyaha uk’ umwaka utashe.
My companion attacks his friends; he violates his covenant.,"Wa wundi yarāmvuye amaboko ngw arwanye abābana na we amahoro, Yahumanije isezerano ryiwe."
"The Lord said to Moses and Aaron,","Uhoraho abarira Mose na Aroni,"
"adultery, greed, malice, deceit, lewdness, envy, slander, arrogance and folly.","ubgivyi, ubgicanyi, ubusambanyi, ukwifuza, kugira nabi, ubugunge, ivy’ isoni nke, ijisho ribi, ibitutsi, ubgibone, ubupfu:"
"Ira the Ithrite, Gareb the Ithrite","na Ira w’i Ituri, na Garebu w’i Ituri nyene;"
"“Stop grumbling among yourselves,” Jesus answered.","Yesu arabishura, ati Nta co mugira imyidodombo muri mwebge."
"Three sons of Benjamin: Bela, Beker and Jediael.","Bene Benyamini ni Bela na Bekeri na Yediyayeli, ukw ari batatu."
"Eliahba the Shaalbonite, the sons of Jashen, Jonathan","na Eliyaba w’i Shaliboni, na bene Yasheni, na Yonatani;"
"The sons of Gershon, by clans, were Libni and Shimei.","Bene Gerushoni ni Libuni na Shimeyi, nk’ukw amazu yabo ari."
Moses listened to his father-in-law and did everything he said.,"Nuko Mose yumvira sebukwe, akora ivyo yamubariye vyose."
“Who are my mother and my brothers?” he asked.,"Na we arababaza, ati Mama ni nde, canke bene mama ni ba nde?"
The word of the Lord came to me:,"Ijambo ry’Uhoraho ryanjeko,"
"These were the clans of Manasseh; those numbered were 52,700.",Ayo ni yo mazu y’aba Manase: abāharūwe bo muri bo bār’ ibihumbi mirongwitanu na bibiri n’ amajana ndwi.
"Amam, Shema, Moladah,","na Amamu na Shema na Molada,"
Joab sent David a full account of the battle.,Maze Yowabu atuma kumenyesha Dawidi ivy’ intambara uko bimeze;
"from Simeon, warriors ready for battle—7,100;","Abo mu Basimeyoni, abantu b’abahizi b’abanyentambara, bār’ ibihumbi ndwi n’ijana."
“You shall not commit adultery.,Ntugasambane.
"They gave him a piece of broiled fish,","Bamuha igihimba c’ifi yokeje,"
"Don’t be deceived, my dear brothers and sisters.","Ntimuzimire, bene Data nkunda."
"of Bigvai 2,067",Abo mu ba Bigivayi n’ibihumbi bibiri na mirongwitandatu n’indwi.
"His division numbers 54,400.",ingabo zāharūwe zabo zar’ ibihumbi mirongwitanu na bine n’amajana ane.
"The total number of the men of Israel was 601,730.",Abo ni bo bāharūwe bo mu Bisirayeli: bose na bose bār’ ibihumbi amajana atandatu na kimwe n’amajana ndwi na mirongwitatu.
Word came to Saul: “David is in Naioth at Ramah”;,"Maze babgira Sauli, bat’ Erega Dawidi ar’ i Nayoti i Rama."
The word of the Lord came to me:,"Ijambo ry’Uhoraho ryongera kunzako,"
"The disciples did so, and everyone sat down.","Babigira bartyo, barabīcarika bose."
"for a female, set her value at thirty shekels ;","Ni yaba umukobga cank’ umugore, uzoba ukwiye kumucira shekeli mirongwitatu."
"Abraham set apart seven ewe lambs from the flock,",Aburahamu arobanura imyagazi y’intama ndwi ivyara yo mu mukuku wiwe.
"from Benjamin, Abidan son of Gideoni;",mu ba Benyamini ni Abidani mwene Gideyoni;
"He had seven sons and three daughters,",Yar’ afise abahungu ndwi n’abakobga batatu.
"Then the Lord said to Moses,","Uhoraho abarira Mose,"
of Mikmash 122,Abagabo b’i Mikimasi n’ijana na mirongwibiri na babiri.
"He added, “Name your wages, and I will pay them.”","Ati Ncira ingero nzokugerera, nanje nzoyitanga."
"one gold dish weighing ten shekels, filled with incense;","n’agakombe kamwe k’izahabu, kuriba kwako ni shekeli cumi; kari kuzuye imibavu;"
"of Immer 1,052",Abo mu ba Imeri n’igihumbi na mirongwitanu na babiri.
"Beth Peor, the slopes of Pisgah, and Beth Jeshimoth—","n’i Beti‐peyori, n’ agahanamo ka Pisiga, n’i Beti‐yeshimoti,"
Then Bildad the Shuhite replied:,"Maze Biludadi w’i Shuhi aramwishura,"
of Adin 655,Abo mu ba Adini n’amajana atandatu na mirongwitanu na batanu.
"Adaiah, Beraiah and Shimrath were the sons of Shimei.",na Adaya na Beraya na Shimurati ni bene Shimeyi.
They left Rithmah and camped at Rimmon Perez.,"Bavudukayo, basagaza i Rimoni‐Peresi."
"The Lord said to Moses,","Uhoraho abarira Mose,"
"Seraiah, Azariah, Jeremiah,","na Seraya na Azariya na Yeremiya,"
"Hananiah, Elam, Anthothijah,","na Hananiya na Elamu na Anitotiya,"
"The Lord replied, “I have forgiven them, as you asked.","Uhoraho aramwishura, ati Ndabahariye nk’uk’ unsavye;"
There were about twelve men in all.,Abo bose bār’ abagabo nk’icumi na babiri.
"one gold dish weighing ten shekels, filled with incense;","n’agakombe kamwe k’izahabu, kuriba kwako ni shekeli cumi; kari kuzuye imibavu;"
"Because of these, the wrath of God is coming.",ivyo ni vyo bizanira uburake bg’Imana abantu b’intabarirwa.
"neither was man created for woman, but woman for man.","Kand’ umugabo ntiyaremwe kubg’ umugore, arik’ umugore ni we yaremwe kubg’ umugabo."
"from the tribe of Gad, Geuel son of Maki.",Mu muryango wa Gadi hatumwa Geweli mwene Maki.
"She bore him sons: Jeush, Shemariah and Zaham.",Bavyarana abana b’abahungu Yushi na Shemariya na Zahamu.
"Barkos, Sisera, Temah,","no mu ba Barikosi, no mu ba Sisera, no mu ba Tema,"
"in Lod and Ono, and in Ge Harashim.",n’i Lodi n’i Ono ari co kiyaya c’ abanyamyuga.
"Ahaz his son, Hezekiah his son, Manasseh his son,","uwa Yotamu ni Ahazi, uwa Ahazi ni Hezekiya, uwa Hezekiya ni Manase;"
"and if I asked you, you would not answer.","n’iyo nobabaza, ntimwonyishura."
Much dreaming and many words are meaningless. Therefore fear God.,"Kuko mu nzozi nyinshi harimw’ ubusa, no mu magambo menshi n’uko: ariko weho, wubahe Imana."
"of Abijah’s, Zikri; of Miniamin’s and of Moadiah’s, Piltai;",mu ba Abiya ni Zikuri; mu ba Minyamini no mu ba Mohadiya ni Pilitayi;
“A little yeast works through the whole batch of dough.”,Umwambiro muke ututumbisha irobe ryose.
The Lord said to Moses:,"Uhoraho abarira Mose,"
"Your wealth has rotted, and moths have eaten your clothes.","Ubutunzi bganyu buraboze, impuzu zanyu zirīwe n’inyenzi;"
"The sons of Gomer: Ashkenaz, Riphath and Togarmah.",Aba Gomeri ni Ashikenazi na Rifati na Togaruma.
"Helez the Paltite, Ira son of Ikkesh from Tekoa,","na Helezi w’i Paluti, na Ira mwene Ikeshi w’i Tekowa;"
Again he stooped down and wrote on the ground.,Asubira kwunama yandika hasi.
Don’t we have the right to food and drink?,mbega ntitwemererwa kurya no kunywa?
And this is what he promised us—eternal life.,"Iri ni ryo sezerano yadusezeraniye, n’ubugingo budashira."
"Gibeon, Ramah, Beeroth,","hāri na Gibeyoni na Rama na Beroti,"
Some have in fact already turned away to follow Satan.,"Kuko n’ubu bamwe bamaze guta inzira, ngo bakurikire Satani."
"Shammah the Harodite, Elika the Harodite,","na Shama w’i Harodi, na Elika w’i Harodi nyene;"
"Then Moses left Pharaoh and prayed to the Lord ,","Mose arasohoka, ava imbere ya Farawo, atakambira Uhoraho."
"and their associates: Shebaniah, Hodiah, Kelita, Pelaiah, Hanan,","na bagenzi babo Shebaniya na Hodiya na Kelita na Pelaya na Hanani,"
"Ziph, Telem, Bealoth,","na Zifu na Teremu na Beyaloti,"
"Above were high-grade stones, cut to size, and cedar beams.","Hejuru yayo hakurikirakw amabuye y’ igiciro kinini abājwe ku rugero, agasozerwa n’ibiti bibājwe vy’ amasederi."
"Bakbuk, Hakupha, Harhur,","no mu ba Bakibuki, no mu ba Hakufa, no mu ba Harihuri,"
Do not wear clothes of wool and linen woven together.,"Ntihaze hagire uwambara impuzu ijishwe mu nyuzi z’ubgoko bubiri, nk’iz’ ubgoya bg’intama n’iziva ku giti citwa pishita."
There was war between Abijah and Jeroboam throughout Abijah’s lifetime.,"Kandi Rehobowamu akiriho, hāmah’ intambara hagati yiwe na Yerobowamu;"
"Attai the sixth, Eliel the seventh,","uwa gatandatu ni Atayi, uw’ indwi ni Eliyeli,"
I refuse to touch it; such food makes me ill.,Umutima wanje wanse kubikorako; Bimmereye nk’ivyo kurya biteye iseseme.
David lived in Philistine territory a year and four months.,Igihe Dawidi yamaze mu gihugu c’Abafilisitiya n’ umwaka n’amezi ane.
"The number from the tribe of Asher was 41,500.",abāharūwe bo mu muryango wa Asheri baba ibihumbi mirongwine na kimwe n’amajana atanu.
"Malkiram, Pedaiah, Shenazzar, Jekamiah, Hoshama and Nedabiah.",na Malikiramu na Pedaya na Shenasari na Yekamiya na Hoshama na Nedabiya.
"the desert owl, the osprey, the cormorant,",n’inkongori n’ikinyakabaka na shalaki;
"30,500 donkeys","n’indogoba ibihumbi mirongwitatu n’amajana atanu,"
"Harim, Meremoth, Obadiah,","na Harimu na Meremoti na Obadiya,"
"From the descendants of Bebai: Jehohanan, Hananiah, Zabbai and Athlai.","Mu ba Bebayi, ni Yehohanani na Hananiya na Zabayi na Atilayi."
Bring his sons and dress them in tunics,"Uheze uzane n’abana biwe, ubambike ya makanzo."
"well nourished in body, bones rich with marrow.","Ivyansi vyiwe bicuzuye amata, Umusokōro ukiyagagira mu magufa yiwe."
"Hadoram, Uzal, Diklah,",na Hadoramu na Uzalu na Dikila
"After him, Abdon son of Hillel, from Pirathon, led Israel.","Akurikirwa na Abudoni mwene Hileli w’Umunyapiratoni, na we acira imanza Abisirayeli."
"from the tribe of Asher, Sethur son of Michael;",Mu muryango wa Asheri hatumwa Seturi mwene Mikayeli.
In his name the nations will put their hope.”,Kand’ izina ryiwe ni ryo abanyamahanga bazokwizigira.
Leah conceived again and bore Jacob a sixth son.,"Leya asama iyindi nda, avyarana na Yakobo umuhungu agira gatandatu."
"That very night Belshazzar, king of the Babylonians, was slain,",Maze mur’ iryo joro nyene Belushaza umwami w’i Bukaludaya aricwa.
The sons of Abraham: Isaac and Ishmael.,Bene Aburahamu ni Isaka na Ishimayeli.
"The line of Korah, however, did not die out.",Arikw abana ba Kora ntibāpfuye.
"Zabad the father of Ephlal, Ephlal the father of Obed,","Zabadi avyara Efulali, Efulali avyara Obedi;"
"When the kings joined forces, when they advanced together,","Kand’ abami barakorakoranye, Bawurenganira icarimwe,"
"The whole company numbered 42,360,","Nukw iryo shengero ryose iyo riva rikagera, bose na bose bār’ ibihumbi mirongwine na bibiri n’amajana atatu na mirongwitandatu;"
"Baalah, Iyim, Ezem,","na Bala na Yimu na Esemu,"
“Are you still so dull?” Jesus asked them.,"Na we aramubaza, ati Mbega namwe muracar’ imburabgenge?"
"but test them all; hold on to what is good,","mugerageze vyose, mugumye ivyiza,"
And he put them all in custody for three days.,Bose abamaza gatatu mw ibohero.
They left Zalmonah and camped at Punon.,"Bavudukayo, basagaza i Punoni."
I am sending him—who is my very heart—back to you.,"Ni we nyene nkurungikiye, ni we mutima wanje."
Flames stream from its mouth; sparks of fire shoot out.,"Mu kanwa kayo havamw’ imuri zaka, Hagatarukamw’ ibisase vy’ umuriro."
The word of the Lord came to Jeremiah:,"Maz’ ijambo ry’Uhoraho riza kuri Yeremiya,"
“You shall not steal.,Kandi ntukibe.
"blue, purple and scarlet yarn and fine linen; goat hair;","n’inyuzi z’ amasufe n’iz’ amashigisha n’izisa n’agahama n’izera derere, n’ubushenza bg’impene;"
of Zakkai 760,Abo mu ba Zakayi n’amajana ndwi na mirongwitandatu.
