0,1
"The descendants of Delaiah, Tobiah and Nekoda 652",Abo mu ba Delaya no mu ba Tobiya no mu ba Nekoda n’amajana atandatu na mirongwitanu na babiri.
"The whole company numbered 42,360,","Nukw iryo shengero ryose iyo riva rikagera, bose na bose bar’ ibihumbi mirongwine na bibiri n’amajana atatu na mirongwitandatu;"
"They had 736 horses, 245 mules,",Amafarasi yabo yar’ amajana ndwi na mirongwitatu n’atandatu; n’inyumbu zabo zar’ amajana abiri na mirongwine na zitanu;
"435 camels and 6,720 donkeys.","n’ingamiya zabo zar’ amajana ane na mirongwitatu na zitanu, n’indogoba zabo ibihumbi bitandatu n’amajana ndwi na mirongwibiri."
"So we arrived in Jerusalem, where we rested three days.",Dushitse i Yerusalemu turuhuka imisi itatu.
From the descendants of Immer: Hanani and Zebadiah.,"Muri bene Imeri, ni Hanani na Zebadiya."
"From the descendants of Bebai: Jehohanan, Hananiah, Zabbai and Athlai.","Mu ba Bebayi, ni Yehohanani na Hananiya na Zabayi na Atilayi."
"From the descendants of Harim: Eliezer, Ishijah, Malkijah, Shemaiah, Shimeon,","Mu ba Harimu, ni Eliyezeri na Ishiya na Malikiya na Shemaya na Simeyoni,"
"Benjamin, Malluk and Shemariah.",na Benyamini na Maluki na Shemariya.
"From the descendants of Bani: Maadai, Amram, Uel,","Mu ba Bani, ni Mayadayi na Amuramu na Uweli,"
"Benaiah, Bedeiah, Keluhi,","na Benaya na Bedeya na Keluhi,"
"Vaniah, Meremoth, Eliashib,","na Vaniya na Meremoti na Eliyashibu,"
"Mattaniah, Mattenai and Jaasu.","na Mataniya na Matenayi na Yahasu,"
"From the descendants of Binnui: Shimei,","na Bani na Binuwi na Shimeyi,"
"Shelemiah, Nathan, Adaiah,","na Shelemiya na Natani na Adaya,"
"Maknadebai, Shashai, Sharai,","na Makinadebayi na Shashayi na Sharayi,"
"Azarel, Shelemiah, Shemariah,","na Azareli na Shelemiya na Shemariya,"
"Shallum, Amariah and Joseph.",na Shalumu na Amariya na Yosefu.
“The Lord was very angry with your ancestors.,rit’ Uhoraho yarakiye cane ba sogokuruza banyu.
Then the Lord showed me four craftsmen.,Maz’ Uhoraho anyereka abacuzi bane.
"“Come, Zion! Escape, you who live in Daughter Babylon!”","Yewe Siyoni ubana n’umukobga w’i Babuloni, cika uhunge!"
The angel of the Lord gave this charge to Joshua:,"Umumarayika w’Uhoraho yihanikiriza Yosuwa,"
Then the word of the Lord came to me:,"Ijambo ry’Uhoraho ryongera kunzako,"
"The first chariot had red horses, the second black,",Umukogote wa mbere wakwegwa n’amafarasi y’utugajo; uwa kabiri wakwegwa n’amafarasi y’ imifyiri;
"the third white, and the fourth dappled—all of them powerful.",uwa gatatu wakwegwa n’amafarasi y’ibitare; uwa kane wakwegwa n’amafarasi y’ibibamba mu tugajo.
The word of the Lord came to me:,"Ijambo ry’Uhoraho rinzako,"
Then the word of the Lord Almighty came to me:,"Maz’ ijambo ry’ Uhoraho Nyen’ ingabo rinzako,"
And the word of the Lord came again to Zechariah:,"Maz’ ijambo ry’Uhoraho riza kuri Zekariya,"
The word of the Lord Almighty came to me.,"Ijambo ry’Uhoraho Nyen’ ingabo rinzako,"
The word of the Lord Almighty came to me.,"Maz’ ijambo ry’Uhoraho Nyen’ ingabo rinzako,"
and all the rest of the clans and their wives.,"n’iyindi miryango yose isigaye, umuryango wose ukwawo, n’abagore babo ukwabo."
"You, however, must teach what is appropriate to sound doctrine.",Ariko weho uvuge ibihwanye na kwa kwigisha kuzima.
"Similarly, encourage the young men to be self-controlled.",N’imisore n’uko ubahanūre ntibahugumbe;
"You answered me, “What you propose to do is good.”","Namwe muranyishura, mut’ Inama yawe ni nziza."
"Then the Lord said to me,","Uhoraho arambarira,"
"the Lord said to me,","Uhoraho arambarira,"
And I gave Gilead to Makir.,Nuko mpa Abamakiri i Gileyadi.
At that time I pleaded with the Lord :,"Ico gihe ninginga Uhoraho,"
So we stayed in the valley near Beth Peor.,Nuko tuguma ku mwonga aharābana n’i Beti‐peyori.
"Then Moses set aside three cities east of the Jordan,","Maze Mose arobanura ibisagara bitatu hakuno ya Yorodani ahahera i burasirazuba,"
This is the law Moses set before the Israelites.,"Ibi ni vyo vyagezwe Mose yashize imbere y’Abisirayeli,"
“You shall have no other gods before me.,Ntukagire izindi mana umbangikanya.
"Six days you shall labor and do all your work,",Mu misi itandatu az’ abe ari yo ukoreramw’ ibikorwa vyawe vyose:
“You shall not murder.,Ntukice.
“You shall not commit adultery.,Kandi ntugasambane.
“You shall not steal.,Kandi ntukibe.
“You shall not give false testimony against your neighbor.,Kandi ntukāgirize ibinyoma mugenzawe.
"“Go, tell them to return to their tents.","Ati Genda ubabgire, uti Ni mwisubirire mu mahema yanyu."
Do not eat any detestable thing.,Ntimuze murye ikintu na kimwe kizira.
You may eat any clean bird.,Ibisīga n’inyoni vyose bidahumanya mwemererwa kubirya.
"the red kite, the black kite, any kind of falcon,","n’ikinyamwotsi n’inkōna n’ikinyamwanira, ukw amoko yavyo ari;"
"any kind of raven,","n’icitwa igikōna cose, ukw amoko yavyo ari;"
"the little owl, the great owl, the white owl,",n’igihuna n’inyanana na tinishemeti;
"the desert owl, the osprey, the cormorant,",n’inkongori n’ikinyakabaka na shalaki;
But any winged creature that is clean you may eat.,Ibisīga n’inyoni vyose bidahumanya ni vyo mwemererwa kurya.
"Rather, be openhanded and freely lend them whatever they need.",ariko ntimuze mubure kumuramvurira ukuboko ngo mumugurāne ibimumara ubukene bg’ico akeneye.
You must be blameless before the Lord your God.,Ariko mweho muze mube abaroranye k’Uhoraho Imana yanyu.
The Lord said to me: “What they say is good.,"Uhoraho akambarira, at’ Ivyo bavuze babivuze ko."
Do not wear clothes of wool and linen woven together.,"Ntihaze hagire uwambara impuzu ijishwe mu nyuzi z’ubgoko bubiri, nk’iz’ ubgoya bg’intama n’iziva ku giti citwa pishita."
and the elders shall take the man and punish him.,Abo bakuru bafate uwo muntu bamukubitishe;
you shall cut off her hand. Show her no pity.,"nya mugore muze mumuce igikonjo, ata kagongwe."
On the same day Moses commanded the people:,"Maze Mose agera abantu kur’ uwo musi,"
Your basket and your kneading trough will be blessed.,"Mu bisimbo vyanyu hazoba umuhezagiro, bo no mu twato twanyu mucumbamwo."
Your basket and your kneading trough will be cursed.,"Mu bisimbo vyanyu hazoba umuvumo, bo no mu twato twanyu mucumbamwo."
The sights you see will drive you mad.,bitume musazwa n’ivyo amaso yanyu azobona biba.
"When Moses finished reciting all these words to all Israel,","Maze Mose arangije kubgira Abisirayeli bose ayo majambo yose,"
"On that same day the Lord told Moses,","Kur’ uwo musi nyene Uhoraho abarira Mose,"
"Mercy, peace and love be yours in abundance.",Imbabazi n’amahoro n’urukundo bigwire muri mwebge.
Be merciful to those who doubt;,Ababahāririza mubahanūre:
We write this to make our joy complete.,Twanditse ivyo kugira ng’ umunezero wacu wuzure.
And this is what he promised us—eternal life.,"Iri ni ryo sezerano yadusezeraniye, n’ubugingo budashira."
We love because he first loved us.,"Twebge tugira urukundo, kukw ari yo yabanje kudukunda."
For there are three that testify:,"Kandi Mpwemu ni we abishingira intahe, kuko Mpwemu ar’ ukuri."
"Dear children, keep yourselves from idols.","Bana bato, mwirinde ibigirwamana."
I will also give that one the morning star.,Kandi nzomuha ikinyenyeri co mu gaturuturu.
"Whoever has ears, let them hear.",Namba har’ umuntu ari n’ugutwi ni yumve.
No lie was found in their mouths; they are blameless.,Kandi mu kanwa kabo ntihābonetsemw’ ikinyoma: nta gasembga bagira.
"At once the Spirit sent him out into the wilderness,",Mpwemu aca amushorera mu bugaragwa.
At once they left their nets and followed him.,"Baca bareka insenga, baramukurikira."
“Be quiet!” said Jesus sternly. “Come out of him!”,"Yesu aramuzibiza, ati Hora, muvemwo."
"The whole town gathered at the door,",Igisagara cose gikoranira kw irembo.
"Simon and his companions went to look for him,",Simoni n’abandi bāri kumwe na we baramukurikira:
Immediately the leprosy left him and he was cleansed.,"Imibembe ica imuvako, arakira."
Jesus sent him away at once with a strong warning:,"Aramwihanikiriza rwose, aca amurungika uwo mwanya,"
and to have authority to drive out demons.,no kugira ububasha bgo gusenda abadayimoni.
"and Judas Iscariot, who betrayed him.","na Yuda Isikaryota, ni we yamuguze. Aja mu nzu:"
“Who are my mother and my brothers?” he asked.,"Na we arababaza, ati Mama ni nde, canke bene mama ni ba nde?"
“Listen! A farmer went out to sow his seed.,ati Ni mwumve; umubivyi yasohoye imbuto.
The farmer sows the word.,Umubivyi abiba ijambo ry’Imana.
"Still others, like seed sown among thorns, hear the word;","Abandi ni bo bābibge mu mahwa, abo ni bo bumva iryo jambo,"
"If anyone has ears to hear, let them hear.”","Ūri n’amatwi yumva, ni yumve."
Wear sandals but not an extra shirt.,"ariko mwambare inkweto, kandi ntimwambare amapfundo abiri."
They went out and preached that people should repent.,"Baragenda, bigisha kw abantu bakwiye kwihana."
So they sat down in groups of hundreds and fifties.,"Bicara imirongo‐imirongo, hamwe ijana‐ijana, ahandi mirongwitanu‐mirongwitanu, bartyo bartyo."
"They all ate and were satisfied,",Bararya bose barahāga.
"adultery, greed, malice, deceit, lewdness, envy, slander, arrogance and folly.","ubgivyi, ubgicanyi, ubusambanyi, ukwifuza, kugira nabi, ubugunge, ivy’ isoni nke, ijisho ribi, ibitutsi, ubgibone, ubupfu:"
All these evils come from inside and defile a person.”,ivyo bibi vyose biva imbere ni vyo bihumanya umuntu.
"He said to them, “Do you still not understand?”","Arababaza, ati Ntimuraruha mubitahura?"
Jesus warned them not to tell anyone about him.,Arabihanikiriza ngo ntihagire umuntu babgira ivyiwe.
Or what can anyone give in exchange for their soul?,Mbeg’ umuntu yotanga iki ngw acungure ubugingo bgiwe?
“What are you arguing with them about?” he asked.,"Arababaza, ati Mwariko murabahāririza ibiki?"
for whoever is not against us is for us.,Kuk’ ūtar’ umwansi wacu ari mu ruhande rwacu.
Everyone will be salted with fire.,"Kand’ umuntu wese azoryoshwa n’umuriro, nk’uk’ umunyu uryosha."
“What did Moses command you?” he replied.,"Na we arababaza, ati Mose yabagereye iki?"
"Therefore what God has joined together, let no one separate.”",Nukw ico Imana yamatanije umuntu ntaz’ akimature.
"“Have faith in God,” Jesus answered.","Yesu aramwishura, arababgira, ati Mwamane ukwizera Imana."
And the gospel must first be preached to all nations.,Ubutumwa bgiza bukwiye kubanza kuvugwa mu mahanga yose.
"Pray that this will not take place in winter,",kandi muze musenge kugira ngo ntibize bibe mu rushana.
"When evening came, Jesus arrived with the Twelve.",Bugorovye azanana na bamwe cumi na babiri.
"Peter declared, “Even if all fall away, I will not.”","Maze Petero aramubgira, ati N’iyo vyotsitaza bose, urakūra jeho."
Once more he went away and prayed the same thing.,"Yongera kugenda, arasenga, avuga amajambo amwe n’aya mbere."
Rise! Let us go! Here comes my betrayer!”,"Ni muvyuke, tugende: eh’ ūnguze ari hafi."
The men seized Jesus and arrested him.,"Bamushōrerakw amaboko, baramufata."
Then everyone deserted him and fled.,Maze bose baramuta barahunga.
"he fled naked, leaving his garment behind.","abatāna impuzu yiwe, ahunga amēnya."
Yet even then their testimony did not agree.,Ariko na ho nyene amagambo yabo ntiyar’ ahūye.
The chief priests accused him of many things.,Abaherezi bakuru bamurega vyinshi.
"But Jesus still made no reply, and Pilate was amazed.","Maze Yesu ntiyasubira kwishura ijambo na rimwe, bituma Pilato atangara."
“Crucify him!” they shouted.,"Bongera kuyogora, bati Mubambe."
It was nine in the morning when they crucified him.,Igihe bāmubamba zar’ isaha zitatu.
come down from the cross and save yourself!”,"ni wikize, wimanure ku musaraba."
"With a loud cry, Jesus breathed his last.","Maze Yesu avuga n’ijwi rirenga, aracīkāna."
"and to godliness, mutual affection; and to mutual affection, love.",ukwubaha Imana mukwongereko gukunda bene Data; ugukunda bene Data mukwongerek’ urukundo.
Solomon’s Song of Songs.,"Indirimbo y’agaheta, ya Salomo."
"We will make you earrings of gold, studded with silver.","Tuzogutsibira ibitsibo vy’izahabu, Birimw’ intabonwa z’ifeza."
"My beloved is radiant and ruddy, outstanding among ten thousand.","Umukunzi wanje ar’ inzobe y’ikimuri, agenderana amaraso mu maso, N’akarangabgami mu bantu ibihumbi cumi."
"After she had weaned Lo-Ruhamah, Gomer had another son.","Nukw acukije Ntambabazi, arongera asama inda, avyara umuhungu."
Ephraim is joined to idols; leave him alone!,Efurayimu yifatanije n’ibigirwamana: n’umureke!
"Ephraim is oppressed, trampled in judgment, intent on pursuing idols.","Efurayimu arahahajwe, avungavunzwe n’iteka aciriweko, kuko yahurumbiye inyuma y’ibinyoma."
"Israel cries out to me, ‘Our God, we acknowledge you!’","Bazontakambira, bati Mana yacu, twebge Abisirayeli turakuzi."
"the Lord God Almighty, the Lord is his name!","Uhoraho Imana Nyen’ ingabo, Uhoraho ni ryo zina ryiwe."
The merchant uses dishonest scales and loves to defraud.,"Efurayimu n’Umunyakanani, umunzane w’ibinyoma uri mu kuboko kwiwe: akunda guhendana."
"When his time of service was completed, he returned home.","Maz’ imisi yo gusasa kwiwe ishize, asubira i we."
For no word from God will ever fail.”,kukw ata jambo rivuye ku Mana ribura ububasha.
where she entered Zechariah’s home and greeted Elizabeth.,"yinjira mu nzu kwa Zakariya, aramukanya na Elisabeti."
And Mary said: “My soul glorifies the Lord,"Mariya aravuga, at’ Ubugingo bganje butazira Umwami Imana,"
"and my spirit rejoices in God my Savior,",Umutima wanje unezererewe Imana Umukiza wanje:
"He has helped his servant Israel, remembering to be merciful","Yatabaye Isirayeli umusavyi wayo, Maze ngw imbabazi zayo izibuke,"
"(as he said through his holy prophets of long ago),","Nk’uko yavugiye mu kanwa k’abera yavugisha, bāhereye mbere na mbere,"
the oath he swore to our father Abraham:,"Indahiro yarahiye sogokuruza Aburahamu,"
in holiness and righteousness before him all our days.,Tur’ abera tugororoka mu nyonga zayo imisi yacu yose.
And everyone went to their own town to register.,"Bose baja kwiyandikisha, umuntu wese aja mu gisagara cabo."
"Simeon took him in his arms and praised God, saying:","aramwākira, aramukikira, ashima Imana,"
"For my eyes have seen your salvation,","Kukw amaso yanje abonye agakiza kawe,"
which you have prepared in the sight of all nations:,"Ako wateguye mu maso y’amoko yose,"
And all people will see God’s salvation.’ ”,Maz’ abafise umubiri bose bazobona agakiza k’Imana.
“What should we do then?” the crowd asked.,"Ishengero riramubaza, riti None tugire dute?"
"If you worship me, it will all be yours.”","nuko ni wampfukamira, ukansenga, ubgo bgose buraba ubgawe."
"He was teaching in their synagogues, and everyone praised him.","Yigishiriza mu masinagogi yabo, bose baramushima."
to proclaim the year of the Lord’s favor.”,No kumenyesha abantu umwaka wo kwemererwamwo n’Uhoraho.
And the news about him spread throughout the surrounding area.,Inkuru yiwe ikwira hose mu ntāra ihakikije.
And he kept on preaching in the synagogues of Judea.,Nukw avugira ijambo ry’Imana mu masinagogi y’i Galilaya.
But Jesus often withdrew to lonely places and prayed.,"Ariko we yigunga mu bugaragwa, asenga."
"and Levi got up, left everything and followed him.","Asiga vyose, ava hasi, aramukurikira."
"No, new wine must be poured into new wineskins.",Arikw igikwiye n’ugutara umutobe wa vino mu mikuza misha.
"Be merciful, just as your Father is merciful.","Mugire imbabazi, nk’uko So agira imbabazi."
because he loves our nation and has built our synagogue.”,"kukw akunda ubgoko bgacu, n’isinagogi yacu ni we yayitwubakiye."
But wisdom is proved right by all her children.”,Kand’ ubgenge burangwa ko bugororotse n’abana babgo bose.
"Then Jesus said to her, “Your sins are forgiven.”","Abgira wa mugore, at’ Urahariwe ivyaha vyawe."
His disciples asked him what this parable meant.,"Maz’ abigishwa biwe bamubaza uwo mugani, uw’ ari wo."
"They laughed at him, knowing that she was dead.","Baramutwenga bamushinyagurira, kuko bari bazi ko yapfuye."
"The disciples did so, and everyone sat down.","Babigira bartyo, barabīcarika bose."
Jesus strictly warned them not to tell this to anyone.,"Arabihanikiriza, ababarira kutagira umuntu babgira ivyo;"
But Jesus turned and rebuked them.,"Maz’ arahindukira, arabakankamira, at’ Erega ntimuzi umutima wanyu uk’ usa; kuk’ Umwana w’umuntu ataje guhonnya ubugingo bg’abantu, ariko yaje kubukiza."
Then he and his disciples went to another village.,Nuko baja mu yindi mihana.
Go! I am sending you out like lambs among wolves.,Ni mugende; rāba mbatumye muri nk’abana b’intama mu mabingira hagati.
"He replied, “I saw Satan fall like lightning from heaven.","Arababgira, ati Nabonye Satani, avuye mw ijuru, akoroka nk’umuravyo."
Give us each day our daily bread.,imisi yose uduhe ivyo kurya vyayo;
Others tested him by asking for a sign from heaven.,"Abandi bamuronderakw ikimenyetso kiva mw ijuru, bamugeza."
waiting to catch him in something he might say.,bamutega ngo bafate ijambo ryomukorokana.
"“Be dressed ready for service and keep your lamps burning,","Mwame mukenyeye, kand’ amatara yanyu yame yaka:"
“Why don’t you judge for yourselves what is right?,Kandi namwe ubganyu n’iki kibabuza kugenzura ivyo kugororoka?
And they had nothing to say.,Ntibāshobora kumwishura mur’ ivyo.
Then Jesus told them this parable:,"Abacira uyu mugani,"
Jesus continued: “There was a man who had two sons.,"Kand’ arababgira, ati Hābaye umuntu yar’ afise abahungu babiri."
"The apostles said to the Lord, “Increase our faith!”","Kandi za ntumwa zibgira Umwami Yesu, ziti N’utwongere ukwizera."
Remember Lot’s wife!,Mwibuke muka Loti.
"Those who heard this asked, “Who then can be saved?”","Abavyumvise baravuga, bati None rero, ni nde ashobora gukizwa?"
"They told him, “Jesus of Nazareth is passing by.”","Barayibgira, bati Ni Yesu Umunyanazareti ahita."
Jesus entered Jericho and was passing through.,"Ashika i Yeriko, arikw arahaca."
So he came down at once and welcomed him gladly.,"Yururuka vuba, amwākīrana akanyamuneza."
"“His master answered, ‘You take charge of five cities.’","Uwo na we aramubarira, ati Nawe twara ibisagara bitanu."
"“ ‘Sir,’ they said, ‘he already has ten!’","Baramubgira, bati Mugenzi, mbega kw afise icumi!"
"They replied, “The Lord needs it.”","Barabishura, bati Databuja ni we ayigomba."
"John’s baptism—was it from heaven, or of human origin?”","non’ ukubatiza kwa Yohana kwāturutse mw ijuru, canke se mu bantu?"
"So they answered, “We don’t know where it was from.”",Bamwishura yuko batazi aho kwavuye.
"He saw through their duplicity and said to them,","Maz’ amenya ubugunge bgabo, arababgira,"
The second,"uwa kabiri aramucūra,"
"Finally, the woman died too.",Hanyuma na wa mugore arapfa.
And no one dared to ask him any more questions.,Ntibāba bacubahuka kumubaza irindi jambo.
And so you will bear testimony to me.,bicike ikimenyetso kibere mwebge icabona.
Everyone will hate you because of me.,Muzoba mwanswe na bose babahōra izina ryanje.
But not a hair of your head will perish.,Kandi ntihazohara agashatsi na kamwe ko mu mitwe yanyu.
"Stand firm, and you will win life.",Ukwihangana kwanyu ni kwo kuzotuma mukiza ubugingo bganyu.
"Then Satan entered Judas, called Iscariot, one of the Twelve.","Satani yinjira muri Yuda ari we Isikaryota, yari mu gitigiri ca bamwe cumi na babiri."
They were delighted and agreed to give him money.,"Baranezerwa, basezerana kumuha amahera y’ifeza."
An angel from heaven appeared to him and strengthened him.,"Umumarayika aramwiyereka, avuye mw ijuru, amuha intege."
And he went outside and wept bitterly.,"Arenga irembo, araturika ararira."
"They blindfolded him and demanded, “Prophesy! Who hit you?”","bamupfuka mu maso, baramubaza, bati Pfīndūra: ni nde agukubise?"
And they said many other insulting things to him.,N’ibindi vyinshi babimuvuga bamutuka.
"and if I asked you, you would not answer.","n’iyo nobabaza, ntimwonyishura."
"Therefore, I will punish him and then release him.”","Nuko ndamukubita, ndamurekure. ["
"Wanting to release Jesus, Pilate appealed to them again.","Pilato yongera kubabgira, kukw agomba kurekura Yesu."
"But they kept shouting, “Crucify him! Crucify him!”","Ariko bo barayogora, bati Mubambe, mubambe."
So Pilate decided to grant their demand.,Nuko Pilato aca urubanza nk’uko bamusavye.
"Going to Pilate, he asked for Jesus’ body.","Uyo aja kuri Pilato, asaba ikiziga ca Yesu."
"They found the stone rolled away from the tomb,",Basanga ikibuye gitembagajwe kivuye ku mva;
Then they remembered his words.,"Bibuka ya majambo yiwe,"
but they were kept from recognizing him.,Arikw amaso yabo atabgamw’ uruhuni ngo ntibamumenye.
"They were startled and frightened, thinking they saw a ghost.","Ariko bafatwa n’ubgoba bacika ivutu, bagira ngo n’umuzimu babonye."
"They gave him a piece of broiled fish,","Bamuha igihimba c’ifi yokeje,"
and he took it and ate it in their presence.,"aracābīra, akirīra imbere yabo."
You are witnesses of these things.,Namwe mur’ ivyabona vyo kuvuga ivyo.
"And they stayed continually at the temple, praising God.",bama mu rusengero ubudasība bashima Imana.
Anyone who welcomes them shares in their wicked work.,kuk’ ūzomuha ikāze azoba afatanije na we mu bikorwa vyiwe bibi.
The punishment inflicted on him by the majority is sufficient.,"Ico gihano abenshi bāmuhannye, kiramaze k’ūmeze artyo,"
"I urge you, therefore, to reaffirm your love for him.",Nuko ndabinginga mukomeze urukundo kuri we.
Such confidence we have through Christ before God.,"Uko ni ko twizigira Imana kubga Kristo,"
"persecuted, but not abandoned; struck down, but not destroyed.","turahamwa, ariko ntiduhebga; dukubitwa hasi, ariko ntitugwaho:"
"For we live by faith, not by sight.","kuko tugenda turōngōrwa n’ukwizera, ntiturōngōrwa n’ivyo tubona —"
I am glad I can have complete confidence in you.,Nnezerewe yuko mfise umutima uremye kubg’ ivyanyu vyose.
Thanks be to God for his indescribable gift!,Imana ishimirwe ingabire yayo nziza itovugwa.
"But, “Let the one who boasts boast in the Lord.”",Arik’ uwirata yirate Uhoraho.
Greet one another with a holy kiss.,Muramukanishe kugumbirana kwera.
All God’s people here send their greetings.,Abera bose barabaganūtsa.
"for it is written: “Be holy, because I am holy.”","Kuko vyanditswe, ngo Mube abera, kuko nanje nd’uwera."
now that you have tasted that the Lord is good.,asangwa mwarayumvirije mukumva yuk’ Umwami wacu agira neza.
when they see the purity and reverence of your lives.,ni bābona ingeso zanyu zitunganye zifatanije n’ugutinya.
Offer hospitality to one another without grumbling.,Muhāne indāro mutidodomba.
To him be the power for ever and ever. Amen.,Ububasha bube ubgayo ibihe bitazoshira. Amen.
He pierced my heart with arrows from his quiver.,Imyampi yo mu mutana wiwe ayintobekeranije mu mafyigo.
They are new every morning; great is your faithfulness.,Cama ari gisha uko bukeye; ingen’ ar’ umwizigirwa bīratangaje.
For no one is cast off by the Lord forever.,Kuk’ Umwami Imana ata ho azota umuntu ruhebga.
"To crush underfoot all prisoners in the land,","Gusiribanga imbohe zose zo mw isi,"
"to deny people their rights before the Most High,","Canke kugoreka urubanza rw’ umuntu mu nyonga z’Īsumba vyose,"
Why should the living complain when punished for their sins?,"Umuntu akiriho, iy’ ahaniwe ivyaha vyiwe, yokwidogera iki?"
“We have sinned and rebelled and you have not forgiven.,"Tuti Twaracumuye, turagarariza; ntiwaduharira."
You have made us scum and refuse among the nations.,Waduhinduye nk’udukokorwa n’umwavu hagati y’amahanga.
“All our enemies have opened their mouths wide against us.,Abansi bacu bose baratwasamiye.
"We have suffered terror and pitfalls, ruin and destruction.”","Ibiteye ubgoba n’urusumanyenzi bidushitseko, bo n’ ubugesera no kuranduka."
"My eyes will flow unceasingly, without relief,","Amaso yanje aracunduguta, ntasigaho, ntahengeshanya,"
until the Lord looks down from heaven and sees.,"Gushitsa igihe Uhoraho azokwitegereza, akarāba hasi ari mw ijuru."
"You, Lord, took up my case; you redeemed my life.","Mwami, wabūranye urubanza rw’umutima wanje; wacunguye ubugingo bganje."
"We have become fatherless, our mothers are widows.","Tur’ impfuvyi ntitukigira ba data, Ba mama bameze nk’abapfakazi."
We submitted to Egypt and Assyria to get enough bread.,"Twakomeye amashi Abanyegiputa, N’Abashuri kugira ngo turonke utwo kurya two kwisama."
"Our skin is hot as an oven, feverish from hunger.","Urukoba rwacu rusigaye rwirabura nk’inkono, Bitewe n’umuriro w’inzara."
The prophecy that Habakkuk the prophet received.,Imbūri uwavugishwa n’Imana Habakuki yeretswe.
A prayer of Habakkuk the prophet. On shigionoth .,"Isengesho ry’uwavugishwa n’ Imana Habakuki, ryaririmbishwa mw ijwi ryitwa Shigiyonoti."
Plague went before him; pestilence followed his steps.,"Ikīza camugendera imbere, Na Kizimire akamuja inyuma."
So Joshua ordered the officers of the people:,"Maze Yosuwa abarira abagaba abantu,"
"After three days the officers went throughout the camp,","Hashize imisi itatu, abagaba abantu banyuranganya aho bashagaje,"
"Then the Lord said to Joshua,","Uhoraho abarira Yosuwa,"
"tell them, ‘Israel crossed the Jordan on dry ground.’","muze mubabarire, muti N’ukw Abisirayeli bājabutse uru Yorodani nk’abaca ku musozi."
they came together to wage war against Joshua and Israel.,"barifatanya bahūza umutima, ngo baje kurwanya Yosuwa n’Abisirayeli."
the king of Jerusalem one the king of Hebron one,"n’uw’i Yerusalemu, n’uw’i Heburoni;"
the king of Jarmuth one the king of Lachish one,"n’uw’i Yaramuti, n’uw’i Lakishi;"
the king of Eglon one the king of Gezer one,"n’uw’i Eguloni, n’uw’i Gezeri;"
the king of Debir one the king of Geder one,"n’uw’i Debira, n’uw’i Gederi;"
the king of Hormah one the king of Arad one,"n’uw’i Horuma, n’ uw’i Aradi;"
the king of Libnah one the king of Adullam one,"n’uw’i Libuna, n’uw’i Adulamu;"
the king of Makkedah one the king of Bethel one,"n’uw’i Makeda, n’uw’i Beteli;"
the king of Tappuah one the king of Hepher one,"n’uw’i Tapuwa, n’uw’i Heferi;"
the king of Aphek one the king of Lasharon one,"n’uw’ i Afeka, n’uw’i Lasharoni;"
the king of Madon one the king of Hazor one,"n’ uw’i Madoni, n’uw’i Hasori;"
the king of Taanach one the king of Megiddo one,"n’uw’i Tanaki, n’uw’i Megido;"
the king of Tirzah one thirty-one kings in all.,n’uw’i Tirusa. Bose na bose abo bami bari mirongwitatu n’umwe.
"Jahaz, Kedemoth, Mephaath,","n’i Yahasi n’i Kedemoti n’i Mefayati,"
"Kiriathaim, Sibmah, Zereth Shahar on the hill in the valley,","n’i Kiriyatayimu n’i Sibuma, n’i Sereti-shahari hubatswe ku musozi wo mu kiyaya,"
"Beth Peor, the slopes of Pisgah, and Beth Jeshimoth—","n’i Beti‐peyori, n’ agahanamo ka Pisiga, n’i Beti‐yeshimoti,"
"Kinah, Dimonah, Adadah,","na Kina na Dimona na Adada,"
"Kedesh, Hazor, Ithnan,","na Kedeshi na Hasori na Itunani,"
"Ziph, Telem, Bealoth,","na Zifu na Teremu na Beyaloti,"
"Hazor Hadattah, Kerioth Hezron (that is, Hazor),","na Hasori‐hadata na Keriyoti‐hezeroni (ari ho Hasori),"
"Amam, Shema, Moladah,","na Amamu na Shema na Molada,"
"Hazar Gaddah, Heshmon, Beth Pelet,","na Hasari‐gada na Heshimoni na Beti‐peleti,"
"Hazar Shual, Beersheba, Biziothiah,","na Hasari‐shuwali na Beri‐sheba na Biziyotiya,"
"Baalah, Iyim, Ezem,","na Bala na Yimu na Esemu,"
"Eltolad, Kesil, Hormah,","na Elitoladi na Kesili na Horuma,"
"Ziklag, Madmannah, Sansannah,","na Sikulagi na Medumani na Sanusana,"
"In the western foothills: Eshtaol, Zorah, Ashnah,","Ibisagara vyo mu kiyaya vyar’ ibi: Eshitayoli na Sora na Ashina,"
"Zanoah, En Gannim, Tappuah, Enam,","na Sanowa na Eni‐ganimu, na Tapuwa na Enamu,"
"Jarmuth, Adullam, Sokoh, Azekah,","na Yaramuti na Aduwamu na Sokoho na Azeka,"
"Zenan, Hadashah, Migdal Gad,","Hāri na Senani na Hadasha na Migudali‐gadi,"
"Dilean, Mizpah, Joktheel,","na Dilani na Misipe na Yokiteli,"
"Lachish, Bozkath, Eglon,","na Lakishi na Bosikati na Eguloni,"
"Kabbon, Lahmas, Kitlish,","na Kaboni na Lahimamu na Kitilishi,"
